number	disfunctionalPercentage	disabledPercentage	incapacitatedPercentage	firstPickAbility	overallSecondPickAbility	siegeAbility	siegeConsistency	challengePercentage	scalePercentage	RScoreDrivingAbility	avgDrivingAbility	RScoreDefense	avgDefense	RScoreBallControl	avgBallControl	RScoreSpeed	avgSpeed	RScoreAgility	avgAgility	RScoreTorque	avgTorque	autoAbility	sdAutoAbility	highShotAccuracyAuto	avgLowShotsTele	avgHighShotsTele	sdHighShotsTele	highShotAccuracyTele	teleopShotAbility	crossingsSuccessRateForDefenseTele	avgTimeForDefenseCrossTele	crossingsSuccessRateForDefenseAuto	
368	0.0	0.0	0.0	117.468191033	2.50514764947	5.625	0.875	0.75	0.125	-0.036197753088	1.37187700596	0.169004197866	2.0	1.71904926241	3.0	-0.216262675618	1.875	0.910763362649	2.5	0.684468136853	2.375	0.0	0.0	0.0	0.25	4.125	2.42061459138	0.375	21.125	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 1.0427857142857144, 'cdf': 0.91225, 'rw': 1.1517333333333333, 'lb': 0.0, 'mt': 0.7381249999999999, 'sp': 0.0, 'db': 1.2735, 'pc': 0.0, 'rp': 1.9161666666666668}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
5905	0.125	0.0	0.125	94.1934908884	2.13962790619	2.5	0.5	0.5	0.0	0.272471833645	1.5461019731	0.702200540429	2.125	-0.593525364859	1.625	0.577159624739	2.375	0.0487450813812	2.0	0.238803941812	2.125	1.0	1.0	0.0	0.875	0.0	0.0	0.0	1.75	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.5685, 'cdf': 0.14721428571428571, 'rw': 0.38033333333333336, 'lb': 0.531, 'mt': 1.286888888888889, 'sp': 0.2775, 'db': 0.5635, 'pc': 0.0, 'rp': 1.0031333333333332}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
2367	0.125	0.0	0.125	97.7812060954	1.26459282135	3.75	0.75	0.75	0.0	-0.330009393274	1.20603843437	0.169004197866	2.0	-0.593525364859	1.625	0.378804049649	2.25	-0.166759488936	1.875	0.461636039332	2.25	1.0	1.0	0.0	1.125	0.0	0.0	0.0	2.25	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.677, 'cdf': 3.4395, 'rw': 0.19557142857142856, 'lb': 0.33920833333333333, 'mt': 0.7038333333333333, 'sp': 1.2385000000000002, 'db': 0.0, 'pc': 0.0, 'rp': 1.0504333333333333}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
8	0.0	0.0	0.0	90.944643569	-4.83807360043	3.125	0.625	0.625	0.0	-1.52424959316	0.531963408764	0.169004197866	2.0	-0.593525364859	1.625	-0.612973825796	1.625	-0.382264059253	1.75	-0.206860253229	1.875	0.0	0.0	0.0	0.5	0.125	0.330718913883	0.125	1.625	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 4.225750000000001, 'rw': 0.0, 'lb': 1.25175, 'mt': 0.0, 'sp': 0.0, 'db': 0.395, 'pc': 5.617500000000001, 'rp': 0.0}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
751	0.0	0.0	0.0	94.6383605424	6.23793962041	4.375	0.875	0.875	0.0	0.913969768872	1.90818804018	1.76859322555	2.375	-0.383291307834	1.75	0.973870774917	2.625	1.12626793297	2.625	0.684468136853	2.375	0.75	0.968245836552	0.0	1.375	0.0	0.0	0.0	2.75	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.623, 'cdf': 0.0, 'rw': 0.6195714285714286, 'lb': 0.3253125, 'mt': 1.37925, 'sp': 0.0, 'db': 0.23175, 'pc': 0.74925, 'rp': 0.9775}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
3482	0.125	0.0	0.125	100.680430325	0.502160550851	3.125	0.625	0.625	0.0	-0.10833606795	1.33115937107	0.169004197866	2.0	1.08834709134	2.625	0.775515199828	2.5	0.479754222015	2.25	1.13013233189	2.625	0.0	0.0	0.0	1.375	0.625	0.992156741649	0.0	5.875	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 1.022, 'cdf': 1.0459166666666668, 'rw': 0.494, 'lb': 0.3021875, 'mt': 0.5495, 'sp': 0.29483333333333334, 'db': 0.0, 'pc': 5.1495, 'rp': 0.6415714285714286}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
2813	0.125	0.0	0.125	85.7361939332	3.76033464897	1.875	0.375	0.375	0.0	0.907740397583	1.90467194382	0.169004197866	2.0	0.457644920264	2.25	0.577159624739	2.375	0.695258792332	2.375	0.0159718442915	2.0	1.375	1.65359456942	0.0	0.75	0.125	0.330718913883	0.0	2.125	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.8685, 'cdf': 0.0, 'rw': 0.39992857142857147, 'lb': 0.06725, 'mt': 0.0, 'sp': 0.3902, 'db': 0.226, 'pc': 0.0, 'rp': 0.2800833333333333}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
581	0.125	0.0	0.125	88.1220641909	1.55153555038	2.5	0.5	0.5	0.0	0.32593340763	1.57627773829	0.169004197866	2.0	-0.593525364859	1.625	-0.0179071005289	2.0	0.0487450813812	2.0	0.461636039332	2.25	0.75	0.968245836552	0.0	0.0	0.0	0.0	0.0	0.0	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 1.016, 'cdf': 0.0, 'rw': 0.0, 'lb': 0.9229999999999999, 'mt': 0.2785, 'sp': 0.20175, 'db': 0, 'pc': 0.0, 'rp': 0.42283333333333334}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
4255	0.125	0.0	0.125	87.7535243438	-0.533620613969	3.75	0.75	0.75	0.0	-0.813766190251	0.932987522722	0.169004197866	2.0	-1.43446159296	1.125	-1.00968497597	1.375	-1.0287777702	1.375	-1.09818864331	1.375	1.125	1.69096865731	0.0	0.25	0.0	0.0	0.0	0.5	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 2.204333333333333, 'cdf': 0.0, 'rw': 0.306, 'lb': 0.56375, 'mt': 0, 'sp': 0.107125, 'db': 0, 'pc': 0.0, 'rp': 0.298375}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
1351	0.125	0.0	0.125	86.5290910251	-1.13863661052	1.875	0.375	0.375	0.0	-0.536740967709	1.08935119562	0.169004197866	2.0	0.0371768062149	2.0	-0.414618250707	1.75	-0.59776862957	1.625	-0.87535654579	1.5	1.0	1.0	0.0	0.5	0.0	0.0	0.0	1.0	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.29916666666666664, 'cdf': 1.1501666666666666, 'rw': 0.0, 'lb': 0.49037499999999995, 'mt': 0.0, 'sp': 0.0, 'db': 0.0, 'pc': 2.752666666666667, 'rp': 0.0}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
2643	0.142857142857	0.142857142857	0.0	83.5849759548	-2.42926906838	2.85714285714	0.571428571429	0.571428571429	0.0	-1.07497102659	0.785553483273	-1.04973029942	1.71428571429	-0.923893168755	1.42857142857	-1.60475170124	1.0	-1.67529148116	1.0	-1.76668493587	1.0	0.857142857143	0.989743318611	0.0	0.0	0.0	0.0	0.0	0.0	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.5328333333333334, 'cdf': 0.0, 'rw': 0.0, 'lb': 0.0, 'mt': 0.66825, 'sp': 0.10666666666666667, 'db': 0.0, 'pc': 0.0, 'rp': 0.0}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
670	0.0	0.0	0.0	92.8174223562	3.08301110113	4.28571428571	0.857142857143	0.857142857143	0.0	0.154572060531	1.47955481401	0.169004197866	2.0	0.277444299957	2.14285714286	-0.0179071005289	2.0	-0.197545856124	1.85714285714	-0.238693410017	1.85714285714	0.571428571429	0.903507902905	0.0	0.0	0.428571428571	0.728431359085	0.142857142857	2.14285714286	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 0.0, 'rw': 0.7667999999999999, 'lb': 0.43928571428571433, 'mt': 1.2161111111111111, 'sp': 0.0, 'db': 0.0, 'pc': 0.0, 'rp': 0.42325}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
2854	0.5	0.0	0.5	79.5909279994	0.319223278374	1.25	0.25	0.25	0.0	0.330751308888	1.57899714676	0.702200540429	2.125	-1.22422753593	1.25	-0.216262675618	1.875	0.0487450813812	2.0	-1.09818864331	1.375	0.5	0.866025403784	0.0	0.0	0.0	0.0	0.0	0.0	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.29533333333333334, 'cdf': 0.0, 'rw': 0.347, 'lb': 0.0, 'mt': 0.3845, 'sp': 0.0, 'db': 0, 'pc': 0.0, 'rp': 0.213}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
5027	0.125	0.0	0.125	87.6219767039	1.8805149191	3.75	0.75	0.75	0.0	0.0600898456631	1.42622542398	0.169004197866	2.0	-0.803759421884	1.5	0.378804049649	2.25	-0.59776862957	1.625	-0.429692350749	1.75	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.75	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 0.0, 'rw': 0.12733333333333333, 'lb': 0.559875, 'mt': 1.2446666666666666, 'sp': 1.4821428571428572, 'db': 0.0, 'pc': 0.0, 'rp': 0.0}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
5026	0.0	0.0	0.0	89.9086555265	3.11085301192	3.125	0.625	0.625	0.0	0.35443133215	1.59236306116	0.702200540429	2.125	-0.383291307834	1.75	-0.216262675618	1.875	0.479754222015	2.25	-0.65252444827	1.625	1.25	3.30718913883	0.125	0.0	0.25	0.433012701892	0.25	1.25	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 1.1158571428571429, 'rw': 0.0, 'lb': 0.853875, 'mt': 0.0, 'sp': 0.5457142857142857, 'db': 0.0, 'pc': 0.0, 'rp': 0.0}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
5737	0.125	0.0	0.125	89.6733406585	-1.36023799981	3.125	0.625	0.625	0.0	-0.684720496774	1.00582586726	1.23539688299	2.25	-0.593525364859	1.625	-0.811329400886	1.5	-0.59776862957	1.625	-0.429692350749	1.75	0.5	0.866025403784	0.0	0.375	0.0	0.0	0.0	0.75	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 1.5795000000000001, 'rw': 0.5601666666666666, 'lb': 0.448625, 'mt': 1.2935, 'sp': 0.165, 'db': 0.0, 'pc': 0.0, 'rp': 0.743}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
5677	0.125	0.0	0.125	91.6590081713	3.10461733857	3.75	0.75	0.75	0.0	0.460713199486	1.65235262813	0.169004197866	2.0	0.667878977289	2.375	0.378804049649	2.25	-0.166759488936	1.875	0.684468136853	2.375	0.5	0.866025403784	0.0	1.75	0.25	0.433012701892	0.0	4.75	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 1.0995000000000001, 'cdf': 0.1776, 'rw': 1.1408666666666667, 'lb': 0.0, 'mt': 0.0, 'sp': 0.11425, 'db': 0, 'pc': 0.0, 'rp': 0.15475}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
1868	0.125	0.0	0.125	94.1249169505	-0.767498023166	3.125	0.625	0.625	0.0	-0.469114986467	1.12752189616	0.169004197866	2.0	0.667878977289	2.375	-0.0179071005289	2.0	0.479754222015	2.25	0.461636039332	2.25	0.25	0.661437827766	0.0	1.125	0.0	0.0	0.0	2.25	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 1.0325, 'cdf': 1.6276249999999999, 'rw': 0.36075000000000007, 'lb': 0.9410625, 'mt': 0.3436666666666666, 'sp': 0.5598666666666666, 'db': 0.513, 'pc': 3.4665, 'rp': 0.2676}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
100	0.375	0.0	0.375	91.0333637323	-1.14261653747	3.125	0.625	0.625	0.0	-0.914641872966	0.876049413943	0.169004197866	2.0	-0.383291307834	1.75	-0.0179071005289	2.0	0.0487450813812	2.0	-0.206860253229	1.875	0.5	0.866025403784	0.0	0.0	0.0	0.0	0.0	0.0	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.38, 'cdf': 1.7365, 'rw': 0.7066666666666667, 'lb': 0.6779375000000001, 'mt': 0.7293333333333334, 'sp': 0.0, 'db': 0.0, 'pc': 5.2355, 'rp': 0.9489666666666668}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
4186	0.25	0.125	0.125	87.4236537872	-0.0961795278113	3.75	0.75	0.75	0.0	-0.750527856169	0.968681666723	-0.89738848726	1.75	0.0371768062149	2.0	-0.811329400886	1.5	-1.24428234052	1.25	-0.87535654579	1.5	1.25	0.968245836552	0.0	0.625	0.0	0.0	0.0	1.25	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.5341666666666667, 'cdf': 0.38966666666666666, 'rw': 1.3158, 'lb': 0.0, 'mt': 0.7185, 'sp': 0.0, 'db': 0.0, 'pc': 0.0, 'rp': 0.2564166666666667}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
5104	0.0	0.0	0.0	98.443842205	2.87274640547	3.75	0.75	0.75	0.0	0.27096746684	1.54525285071	0.169004197866	2.0	0.457644920264	2.25	0.378804049649	2.25	0.264249651698	2.125	-0.206860253229	1.875	0.25	0.661437827766	0.0	1.625	0.0	0.0	0.0	3.25	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 0.7029166666666667, 'rw': 0.206, 'lb': 0.9534374999999999, 'mt': 1.1885000000000001, 'sp': 0.0, 'db': 0.0, 'pc': 1.10125, 'rp': 0.32999999999999996}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
1280	0.125	0.0	0.125	96.6844307994	5.41470077831	7.5	0.75	0.375	0.375	0.453398577367	1.64822397454	0.169004197866	2.0	0.667878977289	2.375	-0.216262675618	1.875	0.910763362649	2.5	0.238803941812	2.125	0.0	0.0	0.0	0.375	0.5	0.707106781187	0.125	3.25	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 0.0, 'rw': 0.6153571428571427, 'lb': 0.6071249999999999, 'mt': 0.9935, 'sp': 0.0, 'db': 0.0, 'pc': 0.0, 'rp': 1.3751666666666666}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
1700	0.125	0.0	0.125	87.7907618042	-7.42739762063	2.5	0.5	0.5	0.0	-2.48253274651	-0.00892839942711	0.169004197866	2.0	-1.01399347891	1.375	-1.40639612615	1.125	-1.0287777702	1.375	-1.09818864331	1.375	0.5	0.866025403784	0.0	0.25	0.375	0.484122918276	0.125	2.375	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 0.20709999999999998, 'rw': 1.0551666666666666, 'lb': 0.1835, 'mt': 0.0, 'sp': 4.681500000000001, 'db': 0.0, 'pc': 0.0, 'rp': 6.972666666666666}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
846	0.125	0.0	0.125	103.693955646	6.01603751438	4.375	0.875	0.875	0.0	1.22064191353	2.08128557431	0.169004197866	2.0	2.13951737646	3.25	0.775515199828	2.5	1.12626793297	2.625	1.35296442941	2.75	0.75	0.968245836552	0.0	0.125	1.625	1.11102430216	0.25	8.375	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 1.8700476190476192, 'rw': 0.0, 'lb': 0.5270625000000001, 'mt': 0.38775, 'sp': 0.0, 'db': 0.0, 'pc': 0.0, 'rp': 0.0}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
5089	0.111111111111	0.111111111111	0.0	98.1744914909	2.42550010542	3.88888888889	0.777777777778	0.777777777778	0.0	0.0247612464896	1.40628460605	-0.778900411135	1.77777777778	0.22405152357	2.11111111111	0.334725032963	2.22222222222	-0.334374154738	1.77777777778	-0.380174106856	1.77777777778	0.666666666667	0.942809041582	0.0	2.22222222222	0.0	0.0	0.0	4.44444444444	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.7124999999999999, 'cdf': 0.0, 'rw': 0.5209761904761905, 'lb': 0.2758888888888889, 'mt': 0.7017000000000001, 'sp': 0.6857500000000001, 'db': 0.0, 'pc': 0.0, 'rp': 1.348138888888889}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
852	0.125	0.0	0.125	97.0948836736	2.09321652514	5.0	0.75	0.625	0.125	0.00538915139652	1.39535025172	0.169004197866	2.0	0.0371768062149	2.0	-0.612973825796	1.625	-0.382264059253	1.75	0.0159718442915	2.0	0.25	0.661437827766	0.0	0.0	1.25	0.661437827766	0.0	6.25	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 0.0, 'rw': 0.2960833333333333, 'lb': 0.26825, 'mt': 0.5473333333333333, 'sp': 0.21912500000000001, 'db': 0.18975, 'pc': 0.0, 'rp': 0.2466}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
841	0.125	0.0	0.125	97.5020289736	5.10141857578	4.375	0.875	0.875	0.0	0.686004319826	1.77951558725	0.169004197866	2.0	0.667878977289	2.375	0.577159624739	2.375	0.910763362649	2.5	0.907300234373	2.5	1.5	0.866025403784	0.0	1.875	0.0	0.0	0.0	3.75	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.465125, 'cdf': 0.206, 'rw': 1.0491388888888888, 'lb': 0.75925, 'mt': 1.26075, 'sp': 0.761, 'db': 0.0, 'pc': 0.0, 'rp': 0.3035}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
4643	0.125	0.0	0.125	85.1713653559	-2.38489850498	3.75	0.75	0.75	0.0	-1.42181820662	0.589779616521	0.702200540429	2.125	-0.17305725081	1.875	-0.612973825796	1.625	-1.24428234052	1.25	-0.87535654579	1.5	0.75	0.968245836552	0.0	0.0	0.0	0.0	0.0	0.0	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.606, 'cdf': 0.0, 'rw': 0.0, 'lb': 0.0, 'mt': 5.03975, 'sp': 0.0, 'db': 0.0, 'pc': 0.0, 'rp': 2.46975}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
4159	0.0	0.0	0.0	84.8966768892	1.20589232017	2.5	0.5	0.5	0.0	0.17088838152	1.48876437209	0.169004197866	2.0	0.457644920264	2.25	-0.0179071005289	2.0	-0.382264059253	1.75	-0.65252444827	1.625	0.25	0.661437827766	0.0	0.25	0.25	0.433012701892	0.125	1.75	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.3256, 'cdf': 0.0, 'rw': 0.256, 'lb': 0.13575, 'mt': 0.0, 'sp': 0.19371428571428573, 'db': 0.0, 'pc': 0.0, 'rp': 1.0741666666666667}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
6036	0.0	0.0	0.0	98.2944937922	6.02588107215	5.0	1.0	1.0	0.0	0.864509428439	1.88027072484	0.169004197866	2.0	0.878113034314	2.5	0.378804049649	2.25	1.34177250328	2.75	0.238803941812	2.125	0.5	0.866025403784	0.0	2.375	0.0	0.0	0.0	4.75	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.25, 'cdf': 0.0, 'rw': 0.98325, 'lb': 0.9183125000000001, 'mt': 0.0, 'sp': 0.8063333333333333, 'db': 0.0, 'pc': 0.0, 'rp': 0.8384}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
2473	0.125	0.0	0.125	98.4544330003	2.90271446888	7.5	0.5	0.0	0.5	-0.87216048858	0.900027538503	0.169004197866	2.0	-1.22422753593	1.25	-1.00968497597	1.375	-1.0287777702	1.375	-1.09818864331	1.375	1.5	0.866025403784	0.0	1.25	0.0	0.0	0.0	2.5	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.0, 'cdf': 0.0, 'rw': 0.0, 'lb': 0.792875, 'mt': 2.0725, 'sp': 0.0, 'db': 0.0, 'pc': 0.0, 'rp': 0.9908333333333333}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
6059	0.5	0.125	0.375	84.938227415	0.824609858054	2.5	0.5	0.5	0.0	0.422204979202	1.63061710995	-0.364192144697	1.875	-1.22422753593	1.25	-0.0179071005289	2.0	0.0487450813812	2.0	-0.429692350749	1.75	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.5	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.256, 'cdf': 0.21880000000000002, 'rw': 0.11539999999999999, 'lb': 0.075375, 'mt': 0.24375, 'sp': 0.35424999999999995, 'db': 0.0, 'pc': 0.0, 'rp': 0.38625}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
4990	0.5	0.125	0.375	82.1132812389	-1.35501166088	2.5	0.5	0.5	0.0	-0.736833952802	0.976411031605	-0.89738848726	1.75	-1.85492970701	0.875	-1.40639612615	1.125	-1.24428234052	1.25	-1.32102074083	1.25	0.25	0.661437827766	0.0	0.0	0.0	0.0	0.0	0.0	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.1675, 'cdf': 0.0, 'rw': 0.2105, 'lb': 0.19974999999999998, 'mt': 0.37599999999999995, 'sp': 0.0, 'db': 0.0, 'pc': 0.0, 'rp': 0.1728}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
649	0.0	0.0	0.0	105.16149365	1.75526910212	3.75	0.75	0.75	0.0	-0.173567241109	1.29434039217	0.169004197866	2.0	1.08834709134	2.625	-0.414618250707	1.75	0.695258792332	2.375	0.0159718442915	2.0	1.5	3.27871926215	0.125	0.75	1.25	0.829156197589	0.125	7.75	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.2945, 'cdf': 1.2705833333333334, 'rw': 0.0, 'lb': 0.8605416666666666, 'mt': 2.068, 'sp': 0.0, 'db': 0.0, 'pc': 0.45325, 'rp': 1.4024999999999999}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
1662	0.0	0.0	0.0	99.225962115	5.3469115246	6.25	1.0	0.875	0.125	0.374068507975	1.60344703723	-0.364192144697	1.875	0.0371768062149	2.0	0.378804049649	2.25	0.264249651698	2.125	0.907300234373	2.5	0.25	0.661437827766	0.0	1.5	0.0	0.0	0.0	3.0	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	{'rt': 0.2915, 'cdf': 0.23866666666666667, 'rw': 0.42849999999999994, 'lb': 0.2455, 'mt': 0.45875, 'sp': 0.17333333333333334, 'db': 1.307, 'pc': 0.0, 'rp': 1.3880555555555556}	{'rt': None, 'pc': None, 'cdf': None, 'rw': None, 'rp': None, 'mt': None, 'lb': None, 'sp': None, 'db': None}	
